code,name,faculty,facultyCode,url
PGW400,"Seminar 400",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PGW%20400
FST412,"Sensory evaluation 412",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/FST%20412
APL210,"Sex, culture and society 210",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/APL%20210
KVK420,"Small stock nutrition and production 420",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KVK%20420
KLD311,"Social and cultural aspects of clothing 311",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/KLD%20311
RES320,"Social research: Methodological thinking 320",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/RES%20320
COS301,"Software engineering 301",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20301
COS214,"Software modelling 214",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20214
GKD320,"Soil chemistry 320",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GKD%20320
GKD420,"Soil fertility, soil microbiology and plant nutrition 420",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GKD%20420
GKD350,"Soil formation and classification 350",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GKD%20350
PGW350,"Soil-water relationship and irrigation 350",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PGW%20350
BOT251,"South African flora and vegetation 251",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/BOT%20251
GGY166,"Southern African geomorphology 166",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GGY%20166
GIS320,"Spatial analysis 320",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GIS%20320
PHY364,"Statistical mechanics, solid state physics and modelling 364",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PHY%20364
STK110,"Statistics 110",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/STK%20110
STK120,"Statistics 120",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/STK%20120
STC121,"Statistics 121",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/STC%20121
STC122,"Statistics 122",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/STC%20122
STK210,"Statistics 210",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/STK%20210
STK220,"Statistics 220",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/STK%20220
STK310,"Statistics 310",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/STK%20310
STK320,"Statistics 320",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/STK%20320
BME410,"Statistics for biological sciences 410",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/BME%20410
WST312,"Stochastic processes 312",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/WST%20312
GLY370,"Structural geology and hydrogeology 370",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GLY%20370
SUR220,"Surveying 220",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/SUR%20220
IAS382,"Survival models 382",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/IAS%20382
PPK251,"Sustainable crop production and agroclimatology 251",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PPK%20251
WTW224,"Techniques of analysis 224",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20224
TKS411,"Textiles: new and sustainable developments 411",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/TKS%20411
TKS422,"Textiles: Quality assurance and consumer aspects 422",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/TKS%20422
TKS222,"Textiles: Structures and finishes 222",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/TKS%20222
TKS212,"Textiles: Utilities, fibres and yarns 212",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/TKS%20212
STK353,"The science of data analytics 353",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/STK%20353
EFK310,"The South African tourism product 310",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/EFK%20310
COS210,"Theoretical computer science 210",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/COS%20210
GGY301,"Theories and applications of human geography 301",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/GGY%20301
WST321,"Time-series analysis 321",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/WST%20321
EFK210,"Tourism and representation 210",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/EFK%20210
WKD316,"Tropical meteorology 316",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WKD%20316
WTW248,"Vector analysis 248",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20248
AGR410,"Vegetable crops 410",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/AGR%20410
MBY351,"Virology 351",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/MBY%20351
PHY255,"Waves, thermodynamics and modern physics 255",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/PHY%20255
ALL122,"Academic literacy for Construction Economics 122",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/ALL%20122
ALL121,"Academic literacy for Information Technology 121",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/ALL%20121
ALL123,"Academic literacy for Town and Regional Planning 123",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/ALL%20123
UPO112,"Academic orientation 112",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/UPO%20112
JPO111,"Additional chemistry 1 111",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20111
JPO161,"Additional chemistry 1 161",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20161
JPO121,"Additional chemistry 2 121",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20121
JPO112,"Additional electricity and electronics 112",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20112
JPO113,"Additional engineering design tools 113",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20113
JPO123,"Additional materials science 123",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20123
JPO116,"Additional mathematics 1 116",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20116
JPO126,"Additional mathematics 2 126",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20126
JPO122,"Additional physics 122",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20122
JPO152,"Additional physics 152",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20152
JPO114,"Additional programming 1 114",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20114
JPO124,"Additional programming 2 124",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20124
JPO125,"Additional statics 125",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JPO%20125
ENE410,"Advanced electronics 410",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ENE%20410
IMY210,"Advanced web technologies 1 210",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/IMY%20210
IMY220,"Advanced web technologies 2 220",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/IMY%20220
MLV420,"Aeronautics 420",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/MLV%20420
AFT121,"African languages literature: Capita selecta 121",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AFT%20121
AFT220,"African languages literature: Capita selecta 220",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AFT%20220
AFT320,"African languages literature: Capita selecta 320",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AFT%20320
AFR110,"Afrikaans 110",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AFR%20110
AFR120,"Afrikaans 120",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AFR%20120
AFR214,"Afrikaans 214",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AFR%20214
AFR220,"Afrikaans 220",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AFR%20220
AFR311,"Afrikaans 311",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AFR%20311
AFR321,"Afrikaans 321",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AFR%20321
ENE310,"Analogue electronics 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ENE%20310
AGL110,"Archaeology 110",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AGL%20110
AGL120,"Archaeology 120",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/AGL%20120
EBT410,"Automation 410",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EBT%20410
PEE321,"Basic mine ventilation engineering 321",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/PEE%20321
CBI310,"Biochemical engineering 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/CBI%20310
EBI410,"Biomedical Engineering 410",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EBI%20410
EPR404,"Biomedical Engineering Project 404",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EPR%20404
BOU111,"Building drawings 111",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BOU%20111
BGG121,"Building organisation 121",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BGG%20121
BWT110,"Building science 110",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BWT%20110
BWT120,"Building science 120",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BWT%20120
BWT210,"Building science 210",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BWT%20210
BWT220,"Building science 220",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BWT%20220
BWT310,"Building science 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BWT%20310
BWT320,"Building science 320",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BWT%20320
GBD112,"Building services 112",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/GBD%20112
GBD122,"Building services 122",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/GBD%20122
GBD211,"Building services 211",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/GBD%20211
GBD221,"Building services 221",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/GBD%20221
GBD311,"Building services 311",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/GBD%20311
BAC200,"Business accounting 200",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/BAC%20200
BAC201,"Business accounting 201",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/BAC%20201
OBS370,"Business analytics 370",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/OBS%20370
OBS212,"Business creation 212",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/OBS%20212
BPZ321,"Business engineering 321",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BPZ%20321
BER310,"Business law 310",Law,LAW,https://www.up.ac.za/yearbooks/2026/LAW-faculty/UG-modules/view/BER%20310
OBS310,"Business management 310",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/OBS%20310
OBS330,"Business management 330",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/OBS%20330
WTW158,"Calculus 158",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20158
WTW258,"Calculus 258",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/WTW%20258
CIR113,"Chemical engineering 113",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/CIR%20113
CIR123,"Chemical engineering 123",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/CIR%20123
CIR211,"Chemical engineering 211",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/CIR%20211
CIR310,"Chemical engineering 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/CIR%20310
CIO320,"Chemical engineering design 320",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/CIO%20320
CIM211,"Chemical engineering materials 211",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/CIM%20211
CPR420,"Chemical engineering practice 420",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/CPR%20420
CHM215,"Chemistry 215",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/CHM%20215
CHM226,"Chemistry 226",Natural and Agricultural Sciences,SCI,https://www.up.ac.za/yearbooks/2026/SCI-faculty/UG-modules/view/CHM%20226
SBM321,"Civil building materials 321",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/SBM%20321
SBZ420,"Civil engineering construction management 420",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/SBZ%20420
SIE310,"Civil engineering economics 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/SIE%20310
SBZ321,"Civil engineering measurement techniques 321",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/SBZ%20321
SKE220,"Civil engineering services 220",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/SKE%20220
SEV421,"Civil environmental management 421",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/SEV%20421
KRG110,"Commercial law 110",Law,LAW,https://www.up.ac.za/yearbooks/2026/LAW-faculty/UG-modules/view/KRG%20110
KRG120,"Commercial law 120",Law,LAW,https://www.up.ac.za/yearbooks/2026/LAW-faculty/UG-modules/view/KRG%20120
KOB283,"Communication management 283",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/KOB%20283
JCP201,"Community-based project 201",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JCP%20201
JCP202,"Community-based project 202",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JCP%20202
JCP203,"Community-based project 203",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/JCP%20203
MKM411,"Computational fluid dynamics 411",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/MKM%20411
SCA420,"Computer applications in civil engineering 420",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/SCA%20420
ERD320,"Computer engineering design 320",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ERD%20320
EAS410,"Computer engineering: Architecture and systems 410",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EAS%20410
KON111,"Construction 111",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/KON%20111
KON121,"Construction 121",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/KON%20121
KON210,"Construction 210",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/KON%20210
KON220,"Construction 220",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/KON%20220
KON300,"Construction 300",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/KON%20300
KBS310,"Construction management 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/KBS%20310
KBS320,"Construction management 320",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/KBS%20320
KSH201,"Construction quantities 201",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/KSH%20201
KSH300,"Construction quantities 300",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/KSH%20300
EBB320,"Control systems 320",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EBB%20320
NKR410,"Corrosion 410",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/NKR%20410
KRM110,"Criminology 110",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/KRM%20110
KRM120,"Criminology 120",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/KRM%20120
KRM210,"Criminology 210",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/KRM%20210
KRM220,"Criminology 220",Humanities,HUM,https://www.up.ac.za/yearbooks/2026/HUM-faculty/UG-modules/view/KRM%20220
ONT100,"Design 100",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ONT%20100
ONT200,"Design 200",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ONT%20200
ONT300,"Design 300",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ONT%20300
OKU100,"Design communication 100",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/OKU%20100
OKU200,"Design communication 200",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/OKU%20200
OKU300,"Design communication 300",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/OKU%20300
MOX410,"Design project 410",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/MOX%20410
CPJ421,"Design project 421",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/CPJ%20421
OBS211,"Design thinking and business innovation 211",Economic and Management Sciences,EMS,https://www.up.ac.za/yearbooks/2026/EMS-faculty/UG-modules/view/OBS%20211
SDO420,"Detailed design 420",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/SDO%20420
IMY120,"Digital authoring tools 120",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/IMY%20120
EDC310,"Digital communication 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EDC%20310
ERS220,"Digital systems 220",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ERS%20220
ESP300,"DSP programming 300",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ESP%20300
ESP411,"DSP programming and application 411",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ESP%20411
MSD210,"Dynamics 210",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/MSD%20210
EHN410,"e-Business and network security 410",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EHN%20410
AAL110,"Earth studies 110",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/AAL%20110
AAL120,"Earth studies 120",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/AAL%20120
AAL210,"Earth studies 210",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/AAL%20210
AAL220,"Earth studies 220",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/AAL%20220
AAL310,"Earth studies 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/AAL%20310
AAL320,"Earth studies 320",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/AAL%20320
EAD410,"Electrical drives 410",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EAD%20410
EIR211,"Electrical engineering 211",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EIR%20211
EIR221,"Electrical engineering 221",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EIR%20221
EWE320,"Electrical engineering design 320",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EWE%20320
ELX311,"Electrical machines 311",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ELX%20311
EBN111,"Electricity and electronics 111",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EBN%20111
EBN122,"Electricity and electronics 122",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EBN%20122
EME310,"Electromagnetic compatibility 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EME%20310
EMZ310,"Electromagnetism 310",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/EMZ%20310
ELO320,"Electronic engineering design 320",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/ELO%20320
MIA320,"Engineering activity and group work 320",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/MIA%20320
MGC110,"Engineering design tools 110",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/MGC%20110
BIE420,"Engineering economics 420",Engineering, Built Environment and IT,EBIT,https://www.up.ac.za/yearbooks/2026/EBIT-faculty/UG-modules/view/BIE%20420
